,0,1,2,3,4
0L6SMAK,"('RVSZ', 0.9994820952415466)","('GHYX', 0.0004047367547173)","('QBOL', 2.381935337325558e-05)","('RIBP', 1.7633745301282033e-05)","('N2MW', 1.430063093721401e-05)"
H03QJ43,"('RVSZ', 0.9998108744621276)","('GHYX', 0.0001065909018507)","('QBOL', 4.3782212742371485e-05)","('JWFN', 6.674179076071596e-06)","('PYUQ', 6.090026545280125e-06)"
LP6EDUV,"('QBOL', 0.4677549004554748)","('RVSZ', 0.2829118371009826)","('PYUQ', 0.1141251698136329)","('GYSR', 0.0356190726161003)","('RIBP', 0.0200142245739698)"
24JEUWJ,"('K6QO', 0.9939348101615906)","('PYUQ', 0.0041716140694916)","('QBOL', 0.0010679203551262)","('GHYX', 0.0003187325783073)","('ECY3', 0.0001467450492782)"
OEJKUOZ,"('K6QO', 0.9875208139419556)","('RIBP', 0.0044882767833769)","('N2MW', 0.0030881338752806)","('GHYX', 0.0023044045083224)","('ECY3', 0.0011287739034742)"
ZMNK82Z,"('7POT', 0.4738361239433288)","('LJR9', 0.1760329157114029)","('RVSZ', 0.1446037590503692)","('PYUQ', 0.0693685188889503)","('8NN1', 0.0312536023557186)"
K56L3YX,"('RVSZ', 0.9999091625213624)","('RIBP', 2.1091571397846565e-05)","('SOP4', 2.019019484578166e-05)","('PYUQ', 1.2784732462023383e-05)","('QBOL', 7.127790013328195e-06)"
N2VRMS9,"('QBOL', 0.4516076743602752)","('RVSZ', 0.2695737779140472)","('BSTQ', 0.2334644347429275)","('GHYX', 0.0099244359880685)","('RIBP', 0.0071421936154365)"
RVYAOKK,"('66FJ', 0.6304574012756348)","('SOP4', 0.2757247388362884)","('RIBP', 0.0520316660404205)","('QBOL', 0.023750739172101)","('PYUQ', 0.0058861281722784)"
HNJ484S,"('RVSZ', 0.999842643737793)","('GHYX', 6.672333256574348e-05)","('PYUQ', 3.3263386285398155e-05)","('QBOL', 1.9229115423513576e-05)","('N2MW', 1.0983326319546904e-05)"
YES2JRY,"('RVSZ', 0.9995104074478148)","('GHYX', 0.0004124545375816)","('QBOL', 2.3329053874476813e-05)","('AHXO', 1.5095285561983474e-05)","('RIBP', 7.441984962497372e-06)"
6WAPFJZ,"('K6QO', 0.985328495502472)","('QBOL', 0.0103110037744045)","('GHYX', 0.0022012502886354)","('RIBP', 0.0004273301165085)","('N2MW', 0.0003916479181498)"
8MVC2KS,"('K6QO', 0.995468020439148)","('GHYX', 0.0023068240843713)","('RIBP', 0.0013422063784673)","('PYUQ', 0.0004018505569547)","('N2MW', 9.043409954756498e-05)"
U12LZWJ,"('K6QO', 0.9957273006439208)","('QBOL', 0.0026912840548902)","('PYUQ', 0.0007066168473102)","('GHYX', 0.0002581198059488)","('N2MW', 0.0001086164920707)"
526WLTG,"('RVSZ', 0.8754720687866211)","('GHYX', 0.0380960255861282)","('N2MW', 0.0348563566803932)","('RIBP', 0.0186386052519083)","('PYUQ', 0.0113905193284153)"
02HPJFR,"('J9JW', 0.9938860535621644)","('GHYX', 0.0026835843455046)","('QBOL', 0.0024990257807075)","('RVSZ', 0.0005721576162613)","('BSTQ', 0.0001309355866396)"
7MW0T38,"('K6QO', 0.9963000416755676)","('GHYX', 0.0022165507543832)","('PYUQ', 0.0007615772192366)","('66FJ', 0.0001162377884611)","('N2MW', 9.978422167478128e-05)"
VNNJV4N,"('RIBP', 0.9698049426078796)","('8NN1', 0.0131873516365885)","('K6QO', 0.0127440029755234)","('QBOL', 0.001002995413728)","('ECY3', 0.0009775042999535)"
D6C6FUU,"('K6QO', 0.999241828918457)","('QBOL', 0.0003006868937518)","('ECY3', 0.0001410729892086)","('GHYX', 0.0001224357256432)","('PYUQ', 4.844128852710128e-05)"
2J5LW4H,"('RVSZ', 0.999804437160492)","('PYUQ', 0.000102038939076)","('QBOL', 2.6588306354824454e-05)","('ECY3', 2.4813509298837744e-05)","('JWFN', 7.257852757902583e-06)"
95A03JD,"('QBOL', 0.7101228833198547)","('ECY3', 0.2094107121229171)","('GHYX', 0.0507163740694522)","('PYUQ', 0.0150517635047435)","('JWFN', 0.0043892743997275)"
TIRV970,"('RVSZ', 0.9996606111526488)","('PYUQ', 0.0001836764276959)","('GHYX', 9.490752563579008e-05)","('QBOL', 1.937198430823628e-05)","('7POT', 8.922333108785097e-06)"
EP1M61P,"('RVSZ', 0.9998313188552856)","('GHYX', 6.36404802207835e-05)","('QBOL', 2.476661029504612e-05)","('N2MW', 2.3364624212263152e-05)","('PYUQ', 1.487026565882843e-05)"
PDXO0DT,"('QBOL', 0.9173956513404846)","('ECY3', 0.0424318499863147)","('PYUQ', 0.0117433909326791)","('GHYX', 0.0054099741391837)","('JWFN', 0.0050270236097276)"
VDBP9PN,"('K6QO', 0.8522061109542847)","('PYUQ', 0.076296716928482)","('QBOL', 0.0269852429628372)","('RIBP', 0.0123311867937445)","('ECY3', 0.0122954240068793)"
E0ZPV30,"('RVSZ', 0.999794900417328)","('GHYX', 0.0001078241475624)","('N2MW', 2.000890344788786e-05)","('PYUQ', 1.484019958297722e-05)","('AHXO', 1.462424552300945e-05)"
XAVR979,"('RVSZ', 0.9999207258224488)","('GHYX', 2.307902650500182e-05)","('7POT', 2.1764557459391654e-05)","('PYUQ', 9.44780640566023e-06)","('QBOL', 5.916612280998379e-06)"
PUEZOK5,"('RVSZ', 0.9999020099639891)","('GHYX', 3.5751203540712595e-05)","('N2MW', 1.5254267054842783e-05)","('PYUQ', 1.3971842236060183e-05)","('QBOL', 8.387139132537413e-06)"
1HHJ9R9,"('RVSZ', 0.9995977282524108)","('GHYX', 0.000335662974976)","('PYUQ', 1.649684418225661e-05)","('N2MW', 1.0089119314216076e-05)","('QBOL', 9.238821803592144e-06)"
G2M3P2O,"('RVSZ', 0.8174104690551758)","('7POT', 0.0719773024320602)","('PYUQ', 0.0460969284176826)","('N2MW', 0.0238218605518341)","('RIBP', 0.020771138370037)"
VXXICSX,"('K6QO', 0.9385755062103271)","('QBOL', 0.0463484227657318)","('PYUQ', 0.0053718378767371)","('ECY3', 0.0044366591610014)","('GHYX', 0.0015650683781132)"
DA0S9G2,"('RVSZ', 0.9997825026512146)","('GHYX', 7.016438758000731e-05)","('LJR9', 2.888501330744475e-05)","('N2MW', 2.472384403517936e-05)","('7POT', 2.264542126795277e-05)"
7632QKO,"('RVSZ', 0.9998315572738647)","('7POT', 8.611723751528189e-05)","('GHYX', 2.312356446054764e-05)","('QBOL', 1.672885446168948e-05)","('PYUQ', 1.4893545994709712e-05)"
L71R9EA,"('JZ9D', 0.999237895011902)","('QBOL', 0.0003075480344705)","('GHYX', 0.0001795988355297)","('RVSZ', 0.0001209301481139)","('PYUQ', 5.899749157833867e-05)"
4T48YXR,"('K6QO', 0.9937851428985596)","('QBOL', 0.0023791184648871)","('GHYX', 0.0023379500489681)","('ECY3', 0.0003049453662242)","('PYUQ', 0.0002527232281863)"
995Z0QN,"('RVSZ', 0.9998730421066284)","('QBOL', 2.796994886011817e-05)","('PYUQ', 1.6556907212361693e-05)","('N2MW', 1.57262256834656e-05)","('GHYX', 1.5249461284838615e-05)"
9ILP0VV,"('RVSZ', 0.5442447066307068)","('PYUQ', 0.242102637887001)","('GHYX', 0.105619192123413)","('7POT', 0.0440532676875591)","('LJR9', 0.0321619547903537)"
OC3COXJ,"('K6QO', 0.9570070505142212)","('QBOL', 0.0336453095078468)","('GHYX', 0.0035893274471163)","('ECY3', 0.0021658309269696)","('RIBP', 0.0013236206723377)"
7VEF9N5,"('RIBP', 0.9126989841461182)","('RVSZ', 0.0174288898706436)","('7POT', 0.0164348967373371)","('FM3X', 0.0161071438342332)","('QBOL', 0.0144988568499684)"
K7V39S2,"('K6QO', 0.9785192608833312)","('QBOL', 0.0122931543737649)","('PYUQ', 0.003882689634338)","('ECY3', 0.0020586089231073)","('GHYX', 0.0016082706861197)"
WI77W47,"('RVSZ', 0.9998910427093506)","('GHYX', 3.64058323611971e-05)","('QBOL', 1.9383049220778048e-05)","('66FJ', 1.2162603525212036e-05)","('SOP4', 8.516720299667213e-06)"
7QLDOKF,"('K6QO', 0.9809205532073976)","('QBOL', 0.0113796796649694)","('ECY3', 0.003248579101637)","('GHYX', 0.0025244527496397)","('N2MW', 0.0003959095047321)"
EOSXH5P,"('K6QO', 0.9883833527565002)","('PYUQ', 0.0062019750475883)","('GHYX', 0.0020820565987378)","('N2MW', 0.000897865043953)","('ECY3', 0.0004856324521824)"
J9BHD6N,"('LJR9', 0.8635239005088806)","('PYUQ', 0.0488033406436443)","('8NN1', 0.0324792452156543)","('QBOL', 0.0174607839435338)","('RVSZ', 0.0117337917909026)"
GVP2LWR,"('RVSZ', 0.99958473443985)","('GHYX', 0.0003494328993838)","('QBOL', 1.2254929970367812e-05)","('RIBP', 1.1087762686656788e-05)","('SOP4', 6.206973012012895e-06)"
UYXGTW8,"('K6QO', 0.9949001669883728)","('GHYX', 0.0033452219795435)","('QBOL', 0.0009846880566328)","('ECY3', 0.0002519283443689)","('N2MW', 0.0002186261117458)"
Y87CR08,"('K6QO', 0.8738692402839661)","('QBOL', 0.1159875616431236)","('RIBP', 0.0018509340006858)","('PYUQ', 0.0014633737737312)","('GHYX', 0.0011499425163492)"
ZZPA17S,"('K6QO', 0.9848403334617616)","('QBOL', 0.0073403771966695)","('GHYX', 0.005595781840384)","('PYUQ', 0.0009464055183343)","('ECY3', 0.0003986467781942)"
Q913U7B,"('RVSZ', 0.9998501539230348)","('GHYX', 8.041065302677453e-05)","('PYUQ', 1.891233296191785e-05)","('QBOL', 9.673441127233671e-06)","('ECY3', 9.198930456477685e-06)"
04SIFN2,"('66FJ', 0.5317569971084595)","('SOP4', 0.2617454528808594)","('RVSZ', 0.1407599747180938)","('LJR9', 0.0183792375028133)","('QBOL', 0.0139278545975685)"
48SY983,"('K6QO', 0.963792622089386)","('QBOL', 0.0232248529791831)","('GHYX', 0.0081838108599185)","('PYUQ', 0.0015550684183835)","('ECY3', 0.0011781516950577)"
MZRREE4,"('K6QO', 0.9847054481506348)","('QBOL', 0.0081463064998388)","('GHYX', 0.0043128146789968)","('PYUQ', 0.0016712959622964)","('ECY3', 0.0002806178526952)"
EB1I1DS,"('RVSZ', 0.999842405319214)","('GHYX', 6.188649422256276e-05)","('QBOL', 4.24952813773416e-05)","('PYUQ', 8.527415047865361e-06)","('66FJ', 8.334184713021386e-06)"
IUFNMKQ,"('RVSZ', 0.3999464809894562)","('BSTQ', 0.3390655517578125)","('GHYX', 0.1211265176534652)","('RIBP', 0.0435766614973545)","('LJR9', 0.0316031500697135)"
ZCC4O45,"('RVSZ', 0.9998822212219238)","('GHYX', 5.251170296105556e-05)","('ECY3', 1.9756238543777727e-05)","('QBOL', 1.6457581295981072e-05)","('PYUQ', 5.83762766837026e-06)"
R6RWEF8,"('RIBP', 0.5203195810317993)","('7POT', 0.2245910018682479)","('RVSZ', 0.066729299724102)","('QBOL', 0.0612682700157165)","('SOP4', 0.0379406325519084)"
OGYOSK9,"('RVSZ', 0.9997783303260804)","('QBOL', 7.649856706848368e-05)","('GHYX', 2.966489591926802e-05)","('PYUQ', 2.728774779825472e-05)","('66FJ', 2.4378161469940096e-05)"
N6IDJ8O,"('RVSZ', 0.9997925162315368)","('N2MW', 6.525707431137562e-05)","('GHYX', 3.537353404681198e-05)","('QBOL', 2.891369149438105e-05)","('PYUQ', 2.174405017285608e-05)"
KBPY5K8,"('RVSZ', 0.9998548030853271)","('QBOL', 6.345948349917307e-05)","('GHYX', 4.397584416437894e-05)","('ECY3', 1.4694423953187652e-05)","('PYUQ', 5.306044840835966e-06)"
08FJR7U,"('QBOL', 0.6347817778587341)","('GHYX', 0.3159858286380768)","('RIBP', 0.0138935903087258)","('N2MW', 0.0109341647475957)","('ECY3', 0.0092159193009138)"
RFVSOWL,"('J9JW', 0.995962917804718)","('PYUQ', 0.0011942951241508)","('ECY3', 0.0011460842797532)","('QBOL', 0.0006951545365154)","('GHYX', 0.0006242870585992)"
ZG2K371,"('QBOL', 0.8716119527816772)","('RVSZ', 0.1005228906869888)","('PYUQ', 0.0132161062210798)","('P5DA', 0.001500898040831)","('ECY3', 0.0013642745325341)"
GI632K6,"('RVSZ', 0.999862551689148)","('GHYX', 5.311759014148265e-05)","('QBOL', 4.080835424247198e-05)","('PYUQ', 8.197764145734254e-06)","('RIBP', 6.915703579579713e-06)"
527AQJ4,"('RVSZ', 0.8246780037879944)","('PYUQ', 0.055042166262865)","('7POT', 0.0370829477906227)","('N2MW', 0.0283957198262214)","('RIBP', 0.0194253604859113)"
8AUTG41,"('K6QO', 0.9840810298919678)","('QBOL', 0.0102589214220643)","('GHYX', 0.0023051358293741)","('ECY3', 0.0011480888351798)","('PYUQ', 0.0005941251292824)"
I6A186L,"('K6QO', 0.9983269572257996)","('QBOL', 0.0008168899803422)","('7POT', 0.0002776422188617)","('66FJ', 0.0001568953739479)","('GHYX', 9.791854972718284e-05)"
FGMU7NZ,"('QBOL', 0.6379516124725342)","('K6QO', 0.1496459990739822)","('ECY3', 0.0800095349550247)","('RIBP', 0.0608503296971321)","('PYUQ', 0.0182553119957447)"
ILLWDEM,"('K6QO', 0.9944841265678406)","('QBOL', 0.0039268871769309)","('GHYX', 0.0007275509415194)","('JWFN', 0.0001874640729511)","('ECY3', 0.000111434404971)"
HOMHZ8B,"('QBOL', 0.9269081950187684)","('RVSZ', 0.0395526997745037)","('GHYX', 0.0120601998642086)","('BSTQ', 0.0083955032750964)","('ECY3', 0.0029084046836942)"
YEO1A8W,"('K6QO', 0.9830374121665956)","('N2MW', 0.0062732761725783)","('ECY3', 0.0028215274214744)","('GHYX', 0.002466699341312)","('AHXO', 0.0014355255989357)"
BIAKFPJ,"('QBOL', 0.9276288747787476)","('GHYX', 0.0369792841374874)","('RVSZ', 0.0269814971834421)","('P5DA', 0.0029795453883707)","('N2MW', 0.0015465625328943)"
37KLJ9G,"('RVSZ', 0.999135434627533)","('GHYX', 0.000813256658148)","('PYUQ', 1.3591757124231664e-05)","('QBOL', 1.0295961146766786e-05)","('RIBP', 8.073572644207161e-06)"
T0U9MUI,"('K6QO', 0.9820412397384644)","('QBOL', 0.0126115828752517)","('GHYX', 0.0031828999053686)","('N2MW', 0.0004961627419106)","('PYUQ', 0.0003151889832224)"
W41D5TP,"('PYUQ', 0.4859600961208343)","('RVSZ', 0.3635941743850708)","('GHYX', 0.0978806465864181)","('7POT', 0.0243188440799713)","('LJR9', 0.0091121420264244)"
AUUQ4LV,"('RVSZ', 0.9998854398727416)","('GHYX', 3.101283436990343e-05)","('QBOL', 1.930775943037588e-05)","('PYUQ', 1.2602860806509852e-05)","('RIBP', 1.0945294889097568e-05)"
DOM7735,"('K6QO', 0.9657324552536012)","('QBOL', 0.0163183454424142)","('P5DA', 0.0029567307792603)","('GHYX', 0.0027945232577621)","('JWFN', 0.0010771513916552)"
YW31FLT,"('RVSZ', 0.9998818635940552)","('QBOL', 5.452956247609109e-05)","('GHYX', 2.892165502998978e-05)","('ECY3', 7.444452421623282e-06)","('PYUQ', 6.091005616326584e-06)"
VTW860R,"('RVSZ', 0.9998899698257446)","('GHYX', 3.582367571652867e-05)","('N2MW', 1.8343222109251656e-05)","('QBOL', 1.0426128937979229e-05)","('66FJ', 1.0424069841974417e-05)"
Q7NVQZN,"('RVSZ', 0.9990264177322388)","('PYUQ', 0.0007144210976548)","('GHYX', 0.0002003931149374)","('LJR9', 1.5131637155718636e-05)","('N2MW', 9.895606126519851e-06)"
GHHER9T,"('RVSZ', 0.999622106552124)","('GHYX', 0.0002777053450699)","('QBOL', 2.244877578050364e-05)","('RIBP', 2.1503399693756364e-05)","('N2MW', 1.4321416529128328e-05)"
EB5M04G,"('RVSZ', 0.9998821020126344)","('GHYX', 4.054714008816518e-05)","('QBOL', 3.31143855873961e-05)","('PYUQ', 1.378742035740288e-05)","('ECY3', 7.832129085727502e-06)"
JTW9MXH,"('RVSZ', 0.7405366897583008)","('GHYX', 0.0602555945515632)","('N2MW', 0.0584174171090126)","('PYUQ', 0.052113939076662)","('RIBP', 0.0512206219136714)"
ITILX10,"('RIBP', 0.5557309985160828)","('QBOL', 0.1767883151769638)","('RVSZ', 0.1375670731067657)","('SOP4', 0.0528463758528232)","('66FJ', 0.0330594591796398)"
1RWQ5Z9,"('RVSZ', 0.9998492002487184)","('GHYX', 3.6807025026064366e-05)","('RIBP', 2.3018952560960315e-05)","('QBOL', 2.08040037250612e-05)","('N2MW', 1.630312362976838e-05)"
IJU2K4P,"('QBOL', 0.6214054226875305)","('RVSZ', 0.2516412734985351)","('GHYX', 0.0822011232376098)","('N2MW', 0.0114202043041586)","('FM3X', 0.0111064370721578)"
CUEMXME,"('QBOL', 0.5317851305007935)","('RVSZ', 0.401755154132843)","('PYUQ', 0.0436807125806808)","('SOP4', 0.0067650717683136)","('ECY3', 0.0051469830796122)"
ITWDG1E,"('K6QO', 0.9944327473640442)","('QBOL', 0.0025717034004628)","('PYUQ', 0.0013769912766292)","('ECY3', 0.0006641973159275)","('GHYX', 0.0003559807955753)"
JW5ZY0P,"('K6QO', 0.9943408966064452)","('QBOL', 0.0043285368010401)","('ECY3', 0.0003982920316047)","('GHYX', 0.0003122011257801)","('PYUQ', 0.0002711056149564)"
2LTE46I,"('RVSZ', 0.999826729297638)","('PYUQ', 4.082935265614651e-05)","('GHYX', 3.481026942608878e-05)","('RIBP', 2.7191623303224333e-05)","('QBOL', 2.000316817429848e-05)"
9EX5RAQ,"('K6QO', 0.9864878058433532)","('QBOL', 0.0107674328610301)","('ECY3', 0.000863749301061)","('PYUQ', 0.0005972071667201)","('GHYX', 0.0003934285487048)"
54LVS45,"('RVSZ', 0.5147770643234253)","('PYUQ', 0.2468177527189254)","('GHYX', 0.1212396100163459)","('7POT', 0.0801761969923973)","('RIBP', 0.0152191091328859)"
YCJ7HLB,"('QBOL', 0.7635563611984253)","('RVSZ', 0.0977581813931465)","('PYUQ', 0.0971822440624237)","('N2MW', 0.0101137608289718)","('ECY3', 0.0085574248805642)"
8LA4OVZ,"('RVSZ', 0.9998689889907836)","('N2MW', 3.862993253278546e-05)","('GHYX', 2.518100336601492e-05)","('PYUQ', 1.5529330994468182e-05)","('QBOL', 1.3459704859997146e-05)"
AB8I26J,"('RVSZ', 0.9998388290405272)","('GHYX', 7.471682329196483e-05)","('QBOL', 3.5026281693717465e-05)","('ECY3', 9.524922461423556e-06)","('PYUQ', 9.425596545042936e-06)"
EG0YMHB,"('QBOL', 0.864579975605011)","('RIBP', 0.0458525568246841)","('PYUQ', 0.026037510484457)","('GHYX', 0.0165784768760204)","('ECY3', 0.015032272785902)"
Y22LHQX,"('RIBP', 0.3173365294933319)","('P5DA', 0.2381685972213745)","('8NN1', 0.2006528675556183)","('K6QO', 0.154598668217659)","('GHYX', 0.0361368581652641)"
C1OUXTW,"('K6QO', 0.9605246782302856)","('GHYX', 0.0263515282422304)","('PYUQ', 0.0092720184475183)","('ECY3', 0.000824351911433)","('N2MW', 0.0005710775149054)"
SPL9S77,"('RVSZ', 0.999849796295166)","('GHYX', 9.411925566382706e-05)","('QBOL', 2.0460707673919387e-05)","('N2MW', 7.5757129707199056e-06)","('PYUQ', 4.211933628539555e-06)"
V1RLYHJ,"('RVSZ', 0.9999005794525146)","('GHYX', 2.293242323503364e-05)","('QBOL', 1.6847239749040455e-05)","('PYUQ', 1.2935311133333016e-05)","('SOP4', 1.211165090353461e-05)"
EHHVW3V,"('RVSZ', 0.7471792101860046)","('PYUQ', 0.1871782392263412)","('GHYX', 0.027725288644433)","('N2MW', 0.0085002202540636)","('7POT', 0.0084701860323548)"
KCP2YU3,"('RVSZ', 0.9994683861732484)","('GHYX', 0.0004023129295092)","('N2MW', 3.043035940208938e-05)","('PYUQ', 2.8922377168782987e-05)","('QBOL', 2.5737814212334346e-05)"
JDVEF57,"('QBOL', 0.760951042175293)","('GHYX', 0.2068524211645126)","('ECY3', 0.0083156730979681)","('PYUQ', 0.006580761168152)","('JWFN', 0.0044885878451168)"
79COAB4,"('K6QO', 0.9884371161460876)","('QBOL', 0.0080307805910706)","('GHYX', 0.0016486814711242)","('PYUQ', 0.001034258166328)","('ECY3', 0.0001760624727467)"
OX7ZPTS,"('RVSZ', 0.99969744682312)","('GHYX', 0.0001055169050232)","('N2MW', 8.00820198492147e-05)","('PYUQ', 4.638616883312352e-05)","('QBOL', 1.6155712728505023e-05)"
6MEMVOF,"('RVSZ', 0.9998279809951782)","('GHYX', 8.889642776921391e-05)","('ECY3', 3.084420313825831e-05)","('N2MW', 1.2432128642103636e-05)","('QBOL', 8.273388630186673e-06)"
9PLP8WL,"('RIBP', 0.6413305997848511)","('K6QO', 0.1566070169210434)","('SOP4', 0.1171124428510665)","('66FJ', 0.0371220298111438)","('8NN1', 0.0240160264074802)"
XXTU607,"('RVSZ', 0.9997140765190125)","('GHYX', 0.0001864483347162)","('N2MW', 3.443958121351898e-05)","('QBOL', 1.5480423826375045e-05)","('RIBP', 1.1370862011972347e-05)"
XT9OSHV,"('RIBP', 0.9409089684486388)","('8NN1', 0.0251664165407419)","('K6QO', 0.0188879258930683)","('QBOL', 0.0039242301136255)","('66FJ', 0.0023504861164838)"
2U2ML6L,"('RVSZ', 0.9225941300392152)","('PYUQ', 0.0321102514863014)","('N2MW', 0.0234592668712139)","('RIBP', 0.009322808124125)","('7POT', 0.0040755528025329)"
EYHRSD3,"('K6QO', 0.8876331448554993)","('QBOL', 0.0848573297262191)","('N2MW', 0.011585135012865)","('PYUQ', 0.00458804378286)","('GHYX', 0.0029761346522718)"
3O8XH3W,"('RVSZ', 0.999705970287323)","('GHYX', 0.0002082509017782)","('QBOL', 2.0216588382027112e-05)","('N2MW', 1.395371145918034e-05)","('RIBP', 1.2833214896090794e-05)"
C13KHLS,"('RVSZ', 0.9997788071632384)","('GHYX', 7.904232188593596e-05)","('LJR9', 4.2048501200042665e-05)","('N2MW', 4.126180283492431e-05)","('PYUQ', 2.357317498535849e-05)"
BM1SBQA,"('RVSZ', 0.999262034893036)","('GHYX', 0.0005516254459507)","('FM3X', 6.323916022665799e-05)","('RIBP', 3.929639569832944e-05)","('QBOL', 1.908489321067464e-05)"
MGNYFM2,"('K6QO', 0.9730522036552428)","('GHYX', 0.0203526001423597)","('QBOL', 0.004921777639538)","('ECY3', 0.0009029663633555)","('PYUQ', 0.0002240175381302)"
HYQWUGY,"('QBOL', 0.9116232991218568)","('ECY3', 0.0308308247476816)","('GHYX', 0.0149785988032817)","('PYUQ', 0.0130941588431596)","('N2MW', 0.0087936772033572)"
ZJJ8GUU,"('RVSZ', 0.999572455883026)","('GHYX', 0.0001236605748999)","('RIBP', 8.789897401584312e-05)","('N2MW', 7.630468462593853e-05)","('QBOL', 4.532403181656264e-05)"
3LHMVXV,"('K6QO', 0.961421549320221)","('GHYX', 0.0249412767589092)","('PYUQ', 0.0098856976255774)","('N2MW', 0.0012327649164944)","('ECY3', 0.000967509986367)"
JZIU6LB,"('RVSZ', 0.9998217225074768)","('GHYX', 7.393809937639162e-05)","('QBOL', 4.376056676846929e-05)","('AHXO', 1.381535821565194e-05)","('PYUQ', 1.1423281648603734e-05)"
M2BPCJY,"('PYUQ', 0.941503643989563)","('RVSZ', 0.0232339184731245)","('QBOL', 0.0215034279972314)","('P5DA', 0.0043614511378109)","('GHYX', 0.0034712862689048)"
JAA003W,"('RVSZ', 0.9998291730880736)","('PYUQ', 5.483477798406966e-05)","('GHYX', 3.989992183051072e-05)","('N2MW', 2.042936102952808e-05)","('RIBP', 1.2343644812062848e-05)"
VGBK12X,"('RVSZ', 0.9997840523719788)","('PYUQ', 5.7959485275205225e-05)","('GHYX', 5.400743611971848e-05)","('QBOL', 2.7455305826151744e-05)","('SOP4', 1.953074570337776e-05)"
1D1MZXN,"('LJR9', 0.7640830278396606)","('7POT', 0.187731921672821)","('RVSZ', 0.0132966078817844)","('QBOL', 0.0122130857780575)","('8NN1', 0.0100285010412335)"
9RSFLW0,"('K6QO', 0.9641504287719728)","('QBOL', 0.0178399942815303)","('GHYX', 0.0123569462448358)","('P5DA', 0.0026765521615743)","('ECY3', 0.0009146931697614)"
XHV5I6A,"('K6QO', 0.9848350286483764)","('ECY3', 0.0040196725167334)","('QBOL', 0.0034043684136122)","('SOP4', 0.0024168621748685)","('GHYX', 0.001712109777145)"
9AHQKW5,"('K6QO', 0.9560638070106506)","('QBOL', 0.0386288091540336)","('GHYX', 0.0017636094707995)","('PYUQ', 0.001412296318449)","('ECY3', 0.0009096634457819)"
S4YNAAS,"('RVSZ', 0.9996474981307985)","('GHYX', 0.0002923157589975)","('QBOL', 1.4763484614377376e-05)","('PYUQ', 1.445292218704708e-05)","('JWFN', 4.0933973650680855e-06)"
0U5PW9D,"('RVSZ', 0.4017826318740845)","('7POT', 0.2957661747932434)","('BSTQ', 0.1039324849843978)","('66FJ', 0.0828387886285781)","('LJR9', 0.032131191343069)"
V008KXG,"('K6QO', 0.9958835244178772)","('QBOL', 0.0024668013211339)","('GHYX', 0.0008550974889658)","('PYUQ', 0.0002973107912112)","('N2MW', 0.0001139427695306)"
